correct,wrong
latest,latetist
mystery,mystry
humming,huming
bungalow,bungalo
eventually,eventionally
recognition,reginition
lining,lineing
refrigerator,refregirator
foremost,formost
constitution,consitution
accident,aciddent
permanent,premantet
security,secruitey
comparatively,conparatively
familiar,familar
consider,concider
unconstitutional,unconisitional
ventilated,venlatated
another,annother
auditorium,audortorium
sources,souces
refrigerator,refrigrator
eyas,eyars
chemistry,chemstry
varied,vqried
thorough,throughal
leaf,leafe
belt,bellt
competent,competient
inconvenient,inconvienent
enthusiasm,enthusiam
heaven,heven
preferable,preferrable
lists,lsits
memories,memorie's
peculiar,peciular
first,irst
memorandum,memmorandum
guardian,gardan
absolutely,absolutley
chapter,chater
interpret,interprte
strenuous,straneous
grateful,gratful
imitation,imititation
grind,grined
pillow,pilow
sympathetic,sympthetic
recommendations,reckomendation
approximately,approximatly
happen,ahppen
apennines,apenines
client,cleint
computer,comupter
auditorium,aditorium
anniversary,aniverusy
negotiations,necogiations
sufficiently,suffrintaly
specifically,specificly
auditorium,aditorum
proportionality,proportionallity
inconvenience,inconvience
especially,ecspeclly
conveniently,convienetly
beautiful,brutiful
turned,truned
depreciation,depeciation
distinguished,distingused
improved,inproved
ample,ampile
half,halfe
anywhere,anywere
behind,bhid
financially,fianicially
magnificent,mafnificent
gallery,galerry
dormitory,domutory
office,ofice
lovely,lovley
speaker,speacker
adjourned,adjorened
economics,enomicies
rheumatism,reumaitis
courtesies,curteousies
latest,laters
assassinate,assasinate
beneficent,beneficient
court,courst
apparently,apparntely
courtesies,courtss
miscellaneous,miscellanous
liked,liekd
exorbitant,exhorbitant
puccini,pucini
february,febuary
appear,apear
unfortunately,unfortionately
creativity,creatitivity
pounds,pouds
sound,soned
inconvenient,inconvenet
unanimous,unamos
unusually,unsually
amount,amout
magnificent,magnificeint
cancel,cancell
acting,actting
adequate,adquate
conscious,consicouis
capacity,capacty
melancholy,mlencoly
spinning,spining
independence,independece
buildings,bildings
undoubtedly,undoutly
daily,daly
flying,faling
splinters,spliters
rheumatism,reumatum
vacancies,vaciancies
inquire,inquir
answer,aswere
discovered,dicovered
laugh,lagh
facilities,vacillities
base,baese
resemble,rezemble
mortgage,morguage
locally,localy
square,sqare
vague,vage
trifle,triffle
ennui,ennuui
turned,teurned
field,fiel
wonder,wonerd
monotonous,monotonouse
reporter,repoted
electricity,electricty
undoubtedly,undoubatly
pretend,preten
occurred,occureed
prior,prieor
pneumonia,penumonia
pinnacle,pinacal
alcoholic,alchoholic
names,neams
would,woild
latest,lastest
iconoclastic,iconclastic
vaccination,vacinnation
anxiety,anexity
independent,indpendent
alumni,anlumni
anywhere,any_were
island,iland
particles,particals
initiation,inition
tournament,tourment
sorority,sorrourity
traditional,traditonal
interfere,interfer
catalogues,calogues
extraordinary,extraordry
whisper,wisper
apparatus,apparratus
voucher,voutcher
enemies,enimeies
gorgeous,gorguis
expelled,exspelled
psychology,slycology
suburban,surburban
annoyance,anonyance
drastically,drasticaly
copyright,copywrite
permanent,perement
performance,performence
laughed,laughted
maintenance,maintanance
skilfully,skilfuly
creates,creats
origin,orgin
regard,reguard
inoculate,innoculate
unfortunately,unfortunantly
annulled,annuled
semi-skilled,semskill
angina,agina
altogether,alltogether
recently,reacently
saying,saiyng
attorneys,attourney's
accident,aciadent
approximately,approcimatly
everyone,every_one
lessons,lesons
resemble,ressemble
apple,appe
negotiation,negotation
aggro,agro
dying,diying
anniversary,aniversay
extra,exter
mammal,mamal
became,becam
specimen,speciment
machine,macine
industrial,indutrial
faithful,fathful
years,yersa
sympathetic,sympathic
laugh,lugh
embroidery,embrodery
wrote,wote
laugh,laght
aeroplane,earoplane
occupied,occuppied
analyze,analyse
hedge,heger
penguins,pengiuns
where,whrer
character,karacter
decisions,disions
refrigerator,referigerator
laboratory,lavratory
tells,telles
freedom,feedom
anniversary,annversary
contented,contentded
privilege,privledge
taking,tkaing
basketball,bascketball
recognition,recinition
classrooms,class_room
schedule,scheduale
teachers,tacher
approaching,appoching
entertainment,entertament
countenance,countenace
governmental,govermental
embarrassment,embarassment
commitment,comittmen
beautiful,beutifiel
coarse,coruse
greater,gretaer
regained,reganded
fight,feight
bulletin,buletions
newspaper,newpaper
closely,closly
babies,babis
premiered,premeired
especially,esplealy
chatting,chating
totally,totaly
actual,actural
contains,contins
point,pont
stick-insects,stickin-sects
entrance,entarnance
throbbing,throbing
tournament,turament
noticeable,notticable
mattress,mattres
discretion,dicretion
sure,shoure
failure,falure
clubbed,clubed
banana,bananna
spacecraft,space_carft
standardizing,stanerdizing
beneficial,benefical
awfully,awfuly
worth,woth
designed,desingned
their,ther
splendid,sledid
affectionately,afectiely
unfortunate,unfortinate
sympathetic,sympathethic
operator,opertor
protection,proction
address,adres
resource,resoce
technical,techinical
which,whcih
dormitory,doornitory
defiance,definance
fight,fingt
genius,genuis
watch,wach
achieves,acheives
specific,spescivic
vacancy,vancancey
scarcely,secarcely
most,moast
people,peropl
escape,excape
blue,bleue
everyone,evreone
coarse,cors
burin,buring
used,yoused
saving,saveing
available,avauible
eventually,evidentually
campaign,campagn
before,befour
controversy,controversey
swears,swaers
economical,ecominical
economics,eckonomics
criticism,criciticisms
iterate,interate
find,finde
sackfuls,sackfulls
temporarily,temporeraly
pretend,pretned
admitted,admited
nicely,nicerly
incidentally,insciendently
regularly,regularily
approximately,appromaxiately
laugh,lagth
thorough,thourgh
final,fianal
electron,electon
wondrous,wonderous
thing,thnig
undoubtedly,undoubty
segment,segemnt
finance,finanse
search,serch
easier,easery
sailing,saling
conscious,concious
being,beeing
exists,exsiss
bulletin,buletin
dormitory,dormitly
style_guide,styleguide
constituency,consituency
chapter,chaper
environmental,enviornmental
analysis,anallysis
guarantee,garate
negotiations,negioation
sickness,sicknes
alumni,allumnie
foolish,folish
requesting,reqeuting
assignments,assighnments
behaviour,behavour
irresistible,iresistible
in_between,inbetween
require,requier
latest,lateist
occasionally,occaisionly
resurrection,ressurection
vigorous,vigourous
laugh,laurght
flagrancy,fagrany
according,acording
philosophy,philslopy
parameters,paranets
innocuous,inocuous
intellectual,intellectoul
anticipate,anticipiat
collateral,clateral
pneumonia,phnemona
alumni,alumnie
whoever,who_ever
tickled,tickeled
literally,literrally
strenuous,strenous
beginners,begginers
pneumonia,neumonia
finally,finially
specimen,speciumen
permission,premission
christmas,christ_mas
refreshment,reafrehment
unfortunate,unfortunitate
technical,techincal
resources,resorces
hydrophilic,hydropilic
quantity,quantitiy
nightclub,night_club
treasury,treasurey
toilets,tiolets
adequate,addeqcouate
fold,fould
originally,origonally
pneumonia,pnemoninia
whistling,whisling
canvass,cannvas
accept,acept
spherical,sperical
cabin,cabbin
financially,finachily
forehead,forhead
curtains,curtans
splendid,splendourd
every,evry
pneumonia,pneunomia
solemn,solm
epistle,epistile
transferred,tranfer
conveniently,connviently
children,chridren
pneumonia,numoia
latest,lastet
segment,egment
sweep,swep
chemistry,cemitry
surreptitiously,surrepetitiously
shape,sape
sank,scank
remember,remenber
beneath,benethe
trick,trik
listen,listern
column,columne
jury,jurry
homework,homeworks
gossip,gosip
requisition,recquition
affectionate,affectinutate
searched,seahed
regularly,reguarly
necessarily,neccesarily
fascinating,facinateing
rheumatism,rhuemtisum
commitment,committment
flying,fleying
perceive,perceed
about,abou
beautiful,beutful
perceive,perceieve
yeoman,yoman
playgrounds,play_grounds
prize,prizer
conscientious,concientuous
sufficiently,suffiencentally
arrangements,arraingements
novelists,novellists
approximately,aposimatly
biscuits,biscit
parallel,parralel
premiere,premeire
apprehensively,aprehensivly
acquiescence,acquiesence
raincoat,rian_coat
laboratory,labrotory
helicopter,helicopeter
announce,anounce
communicate,commuicate
courtesy,courtcies
conclude,conclud
acquitted,acquited
auditorium,auditorum
foreseeable,forseeable
lost,losted
original,orginal
coefficient,coeffcient
unwieldy,unweildly
criticism,criticm
individual,indidual
inconvenience,inconvienent
worthy,worthey
scheduled,schueled
choir,chior
properly,properally
blitzkrieg,blitzkreig
documents,docutments
subterranean,subterraean
shaggy,schagg
visible,visiable
under,undr
contemporaneous,contemporaneus
explained,exeplande
making,macking
ordinarily,ordinar
amplification,amification
acquire,adquire
bully,bulleye
memory,memmory
relevant,relevaant
besiege,beseige
restaurants,restaraunts
enthusiastic,ethusiastic
tournament,tornament
cross,cros
breakfast,breafast
mathematics,mathermatics
pneumonia,phenemonia
touched,toulched
suing,sueing
determined,determinied
consciously,conciously
answer,ansewer
normally,normaly
determined,determied
further,furuther
inconvenienced,inconveience
recommend,recommens
conditions,condidtions
gaining,ganing
signature,signure
alumni,alunie
moral,morall
masks,maks
height,higt
perhaps,prahaps
curious,courrious
transferred,transsfherd
sign,sighn
buying,bying
increasing,incresing
threshold,threshhold
capacity,capity
pollinator,polinator
pursue,presue
substantial,substatial
inconvenience,inconveince
stomach,stomatc
people,peopl
forecasts,forcasts
searching,serching
guards,gards
turnip,turnup
equipment,equippment
forenoon,fornoon
meant,ment
allowed,alowed
conscience,consinence
house,houes
aggressive,agressive
signature,singnature
guardian,gardian
rheumatism,rhmatism
imitating,immitating
conscientious,conscienctious
decidedly,descidely
crucifixion,crucifiction
extraordinary,extraordonary
traffic,tarffic
taken,takeon
seeing,seein
brief,breaf
probably,probabley
development,develpement
dressing,adressing
acknowledging,acknowkling
pedantry,pendantry
practically,practiclly
impurities,impurite
unnecessary,unnecesary
nearest,nerest
eventually,eventuraly
permanently,permental
determined,deternined
hello,helo
achievement,achievment
inconvenience,ininconveniences
appreciate,apreciate
worse,wors
fascinating,fausinating
inconvenience,inconvenice
temporary,temparory
requisition,requizition
themselves,themself
beginning,begginning
reserved,rerved
permanently,permenately
acknowledging,acknowing
lesson,leason
accustomed,accusstomed
curiosity,courosity
political,polictical
bonnet,bonet
breathe,breate
pregnancies,pregancies
completion,compleetion
conscientious,conceious
there,theire
scissors,sissors
learn,leanr
territories,terriories
elect,ellect
built,bult
enthusiasm,enthuestiasm
intellectual,intellectunal
accompanying,accompning
system,sysem
described,describd
easier,eassier
application,aplication
possesses,posesses
guardian,guadian
economical,econmical
final,finalt
usage,useage
fruit,furit
dormitory,dorimtory
describing,decribing
appropriate,approperate
indictment,inditement
apparently,apparetly
alumni,alumnia
landscape,lanscape
platform,platforn
eminently,emminently
damaged,damged
thought,thougt
teachers,treacher
questionnaire,questionnar
affectionately,affectunely
benefits,benefites
satisfactorily,satisfactorlily
really,rell
immediately,immediatley
conscientious,conseninous
pilot,pliot
pseudonymous,pseudononymous
permanent,permanet
fertile,fertil
proves,prooves
biscuits,buicuit
bought,boght
schedule,schedul
pollutes,polutes
alphabet,alfabet
bulletin,bultion
described,descrived
bring,bing
friendship,freindship
reminders,remnders
congratulations,congractulations
latest,laytest
himself,him_self
drumming,druming
scrambled,scramed
accompanying,accompaying
brittle,bittle
wretched,wrecthed
women's,womens
last,laste
virtues,virtueous
continent,continnent
friends,frieds
opinion,opinon
spanish,spainish
prepare,prepair
undernourished,under_norished
ordinarily,ordinarially
ides,idesa
financially,finanically
convince,convience
unilaterally,unilatreally
saucer,saurcer
possibilities,posiblities
never,nver
railway,rallyway
left,leaft
appropriate,approppriate
reckon,reckone
racing,racying
assembly,asembly
occurrence,ocurrence
competent,competetent
eliminate,elimiate
edition,ediion
answer,ansower
grateful,grajetfull
virtue,virtou
answer,awer
incidentally,incediently
vulgar,voulgar
fetes,fete
splendid,speldid
irresistible,irestible
stomach,stomch
decisions,deciscions
curious,couious
simultaneous,simultanous
suppressed,supressed
special,spiecil
fascinating,fascinateing
attractions,attracktions
achievements,acheivements
famous,famus
most,moset
chase,chasr
turned,tuneed
pneumonia,pnemonia
versatility,versility
unnecessarily,unneccessarily
permanently,permentely
successful,sesesful
makes,makse
disciplines,disiplines
statistics,statitics
thieves,theives
acknowledgement,aknowledgment
journalism,journaism
instruments,insturment
contented,conten
guaranteed,garateed
accrued,acruied
adhering,adhearing
cumulative,cumulatative
satisfaction,satifactoin
recommendation,recomnendation
kindergarten,kindgarten
enrolled,enroled
conveniently,convienient
sometimes,some_time
prominently,prominately
deceive,decive
waste,wate
turned,tund
appropriate,appropirate
afternoons,after_noons
facilities,facitelies
overall,overal
ignition,igntion
hearty,hartty
aunt,auant
whistling,whisteling
quart,quat
conscious,consencious
teacher,tcher
exceed,excede
equally,equaly
unusually,unuaslly
designed,deisdined
stomach,stomac
golden,gloden
employees,emploes
technical,tecical
eventually,eventully
exists,exist's
pseudonym,pseudonyn
russian,russina
northern,northen
scratch,scrach
astronomy,astonomy
unsuccessful,unsuccessfull
semi-skilled,sem-sillned
technical,techicnal
seemed,semed
unsurprised,unsuprized
